date,total_number_of_tests,positivity_rate_percent,isolated,quarantined,quarantined_travel,total_number_of_antigen_tests,positivity_rate_antigen_tests,source_file
2021-10-28 07:48:00,8326526,9.8,9381,6527,-,3292876,4.2,https://www.covid19.admin.ch/en/overview?ovTime=total
2021-10-29 07:49:00,8347598,9.8,9838,7126,-,3301289,4.2,https://www.covid19.admin.ch/en/overview?ovTime=total
2021-11-01 07:47:00,8389097,9.8,10173,7435,-,3329283,4.2,https://www.covid19.admin.ch/en/overview?ovTime=total
2021-11-02 07:51:00,8404036,9.8,10214,7521,-,3336819,4.2,https://www.covid19.admin.ch/en/overview?ovTime=total
2021-11-03 07:53:00,8424023,9.8,11614,8306,-,3344218,4.2,https://www.covid19.admin.ch/en/overview?ovTime=total
2021-11-04 07:52:00,8447252,9.8,11931,8517,-,3351518,4.2,https://www.covid19.admin.ch/en/overview?ovTime=total
2021-11-05 07:48:00,8474981,9.8,10913,7376,-,3359966,4.2,https://www.covid19.admin.ch/en/overview?ovTime=total
2021-11-08 07:53:00,8529230,9.8,12389,7815,-,3387109,4.2,https://www.covid19.admin.ch/en/overview?ovTime=total
2021-11-09 07:48:00,8548640,9.9,12419,7839,-,3396155,4.2,https://www.covid19.admin.ch/en/overview?ovTime=total
2021-11-10 07:50:00,8579966,9.9,16544,11653,-,3403683,4.2,https://www.covid19.admin.ch/en/overview?ovTime=total
2021-11-11 07:49:00,8609342,9.9,17276,12757,-,3411411,4.2,https://www.covid19.admin.ch/en/overview?ovTime=total
2021-11-12 07:50:00,8640383,9.9,18012,13683,-,3430519,4.2,https://www.covid19.admin.ch/en/overview?ovTime=total
2021-11-15 07:50:00,8708069,9.9,21034,15686,-,3457897,4.2,https://www.covid19.admin.ch/en/overview?ovTime=total
2021-11-16 07:49:00,8731430,9.9,21257,15850,-,3467745,4.2,https://www.covid19.admin.ch/en/overview?ovTime=total
2021-11-17 07:51:00,8767256,10,24413,16959,-,3476606,4.2,https://www.covid19.admin.ch/en/overview?ovTime=total
2021-11-18 07:48:00,8805011,10,24892,17399,-,3485418,4.2,https://www.covid19.admin.ch/en/overview?ovTime=total
2021-11-19 07:49:00,8844482,10,29190,20004,-,3495445,4.2,https://www.covid19.admin.ch/en/overview?ovTime=total
2021-11-22 07:46:00,8928449,10.1,30915,21176,-,3524287,4.2,https://www.covid19.admin.ch/en/overview?ovTime=total
2021-11-23 07:48:00,8957861,10.1,30915,21176,-,3535714,4.2,https://www.covid19.admin.ch/en/overview?ovTime=total
2021-11-24 07:51:00,9004089,10.2,35044,24335,-,3545639,4.2,https://www.covid19.admin.ch/en/overview?ovTime=total
2021-11-25 07:51:00,9050039,10.2,35617,24803,-,3556041,4.2,https://www.covid19.admin.ch/en/overview?ovTime=total
2021-11-26 07:48:00,9096985,10.3,42304,29030,-,3567291,4.3,https://www.covid19.admin.ch/en/overview?ovTime=total
2021-11-29 07:49:00,9200048,10.4,43324,29387,-,3598851,4.3,https://www.covid19.admin.ch/en/overview?ovTime=total
2021-11-30 07:48:00,9239971,10.4,43376,29291,-,3611601,4.3,https://www.covid19.admin.ch/en/overview?ovTime=total
2021-12-01 07:53:00,9294796,10.4,44940,33602,619,3622674,4.3,https://www.covid19.admin.ch/en/overview?ovTime=total
2021-12-02 07:48:00,9347592,10.5,45137,33809,857,3633575,4.3,https://www.covid19.admin.ch/en/overview?ovTime=total
2021-12-03 07:52:00,9400965,10.5,45096,33730,11885,3645562,4.3,https://www.covid19.admin.ch/en/overview?ovTime=total
2021-12-06 07:48:00,9527782,10.7,50685,35537,14383,3677967,4.4,https://www.covid19.admin.ch/en/overview?ovTime=total
2021-12-07 07:52:00,9572859,10.7,51519,36299,14382,3692278,4.4,https://www.covid19.admin.ch/en/overview?ovTime=total
2021-12-08 07:48:00,9636570,10.8,56375,38919,12342,3705029,4.4,https://www.covid19.admin.ch/en/overview?ovTime=total
2021-12-09 07:48:00,9696445,10.8,58148,39821,-,3716977,4.4,https://www.covid19.admin.ch/en/overview?ovTime=total
2021-12-10 07:54:00,9751381,10.9,57538,37434,-,3730998,4.4,https://www.covid19.admin.ch/en/overview?ovTime=total
2021-12-13 07:50:00,9876917,11,59457,40018,-,3764776,4.4,https://www.covid19.admin.ch/en/overview?ovTime=total
2021-12-14 07:55:00,9910847,11,59126,39799,-,3779240,4.5,https://www.covid19.admin.ch/en/overview?ovTime=total
2021-12-15 07:51:00,9976437,11.1,59084,38508,-,3791999,4.5,https://www.covid19.admin.ch/en/overview?ovTime=total
2021-12-16 07:53:00,10038650,11.1,59627,39341,-,3805088,4.5,https://www.covid19.admin.ch/en/overview?ovTime=total
2021-12-17 07:51:00,10096669,11.1,52984,34557,-,3819060,4.5,https://www.covid19.admin.ch/en/overview?ovTime=total
2021-12-20 07:51:00,10213823,11.2,53573,34695,-,3858825,4.5,https://www.covid19.admin.ch/en/overview?ovTime=total
2021-12-21 07:49:00,10250569,11.3,53285,34426,-,3873040,4.5,https://www.covid19.admin.ch/en/overview?ovTime=total
2021-12-22 07:48:00,10308263,11.3,49799,33145,-,3886339,4.6,https://www.covid19.admin.ch/en/overview?ovTime=total
2021-12-23 07:51:00,10366640,11.4,53811,34740,-,3900982,4.6,https://www.covid19.admin.ch/en/overview?ovTime=total
2021-12-27 09:47:00,10526230,11.5,55774,32321,-,3953888,4.7,https://www.covid19.admin.ch/en/overview?ovTime=total
2021-12-28 09:49:00,10563335,11.6,55774,32321,-,3967833,4.7,https://www.covid19.admin.ch/en/overview?ovTime=total
2021-12-29 09:48:00,10615781,11.7,55779,26608,-,3982131,4.8,https://www.covid19.admin.ch/en/overview?ovTime=total
2021-12-30 09:49:00,10670487,11.8,58385,27324,-,3997508,4.8,https://www.covid19.admin.ch/en/overview?ovTime=total
2022-01-03 07:48:00,10835963,12.2,70228,31195,-,4050233,5,https://www.covid19.admin.ch/en/overview?ovTime=total
2022-01-04 07:48:00,10879339,12.3,70302,31281,-,4068224,5.1,https://www.covid19.admin.ch/en/overview?ovTime=total
2022-01-05 07:53:00,10952266,12.5,85622,32886,-,4085490,5.2,https://www.covid19.admin.ch/en/overview?ovTime=total
2022-01-06 08:06:00,11032148,12.7,102750,40334,-,4102389,5.4,https://www.covid19.admin.ch/en/overview?ovTime=total
2022-01-07 07:53:00,11111776,12.8,89989,28247,-,4118118,5.4,https://www.covid19.admin.ch/en/overview?ovTime=total
2022-01-10 07:48:00,11291468,13.2,106795,38886,-,4160115,5.6,https://www.covid19.admin.ch/en/overview?ovTime=total
2022-01-11 07:50:00,11340626,13.3,107854,40647,-,4177777,5.8,https://www.covid19.admin.ch/en/overview?ovTime=total
2022-01-12 07:46:00,11434458,13.5,161568,57021,-,4193393,5.8,https://www.covid19.admin.ch/en/overview?ovTime=total
2022-01-13 07:46:00,11514639,13.7,162739,57217,-,4208698,5.9,https://www.covid19.admin.ch/en/overview?ovTime=total
2022-01-14 08:20:00,11608223,13.9,161060,49762,-,4224053,6,https://www.covid19.admin.ch/en/overview?ovTime=total
2022-01-17 07:47:00,11787422,14.2,162958,51699,-,4264044,6.2,https://www.covid19.admin.ch/en/overview?ovTime=total
2022-01-18 07:45:00,11845013,14.4,163150,52068,-,4283152,6.3,https://www.covid19.admin.ch/en/overview?ovTime=total
2022-01-19 07:45:00,11934010,14.6,115746,46529,-,4298647,6.4,https://www.covid19.admin.ch/en/overview?ovTime=total
2022-01-20 07:47:00,12026854,14.8,116608,47260,-,4314695,6.5,https://www.covid19.admin.ch/en/overview?ovTime=total
